species,authors,dates,pages,dois,access dates,status,order,family,common_name
Anthoscopus musculus,BirdLife International,2024,e.T22711653A263742037,10.2305/IUCN.UK.2024-2.RLTS.T22711653A263742037.en,7 February 2025,LC,Passeriformes,Remizidae,Mouse-coloured Penduline-tit
Anthoscopus parvulus,BirdLife International,2024,e.T22711646A263696108,10.2305/IUCN.UK.2024-2.RLTS.T22711646A263696108.en,7 February 2025,LC,Passeriformes,Remizidae,Yellow Penduline-tit
Anthoscopus punctifrons,BirdLife International,2024,e.T22711639A263697369,10.2305/IUCN.UK.2024-2.RLTS.T22711639A263697369.en,7 February 2025,LC,Passeriformes,Remizidae,Sennar Penduline-tit
Anthoscopus sylviella,BirdLife International,2024,e.T22711674A264184000,10.2305/IUCN.UK.2024-2.RLTS.T22711674A264184000.en,7 February 2025,LC,Passeriformes,Remizidae,Buff-bellied Penduline-Tit
Anthracoceros albirostris,BirdLife International,2020,e.T22682437A184925767,10.2305/IUCN.UK.2020-3.RLTS.T22682437A184925767.en,7 February 2025,LC,Bucerotiformes,Bucerotidae,Oriental Pied Hornbill
Anthracoceros coronatus,BirdLife International,2016,e.T22682433A92945240,10.2305/IUCN.UK.2016-3.RLTS.T22682433A92945240.en,7 February 2025,NT,Bucerotiformes,Bucerotidae,Malabar Pied Hornbill
Anthracoceros malayanus,BirdLife International,2018,e.T22682441A132372259,10.2305/IUCN.UK.2018-2.RLTS.T22682441A132372259.en,7 February 2025,VU,Bucerotiformes,Bucerotidae,Black Hornbill
Anthracoceros marchei,BirdLife International,2021,e.T22682444A205515479,10.2305/IUCN.UK.2021-3.RLTS.T22682444A205515479.en,7 February 2025,VU,Bucerotiformes,Bucerotidae,Palawan Hornbill
Anthracoceros montani,BirdLife International,2020,e.T22682447A178062684,10.2305/IUCN.UK.2020-3.RLTS.T22682447A178062684.en,7 February 2025,CR,Bucerotiformes,Bucerotidae,Sulu Hornbill
Anthracothorax aurulentus,BirdLife International,2024,e.T22725745A263662613,10.2305/IUCN.UK.2024-2.RLTS.T22725745A263662613.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Puerto Rican Mango
Anthracothorax dominicus,BirdLife International,2024,e.T22725737A263664108,10.2305/IUCN.UK.2024-2.RLTS.T22725737A263664108.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Hispaniolan Mango
Anthracothorax mango,BirdLife International,2016,e.T22687133A93141859,10.2305/IUCN.UK.2016-3.RLTS.T22687133A93141859.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Jamaican Mango
Anthracothorax nigricollis,BirdLife International,2021,e.T22687130A167006442,10.2305/IUCN.UK.2021-3.RLTS.T22687130A167006442.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Black-throated Mango
Anthracothorax prevostii,BirdLife International,2021,e.T22687125A167005602,10.2305/IUCN.UK.2021-3.RLTS.T22687125A167005602.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Green-breasted Mango
Anthracothorax veraguensis,BirdLife International,2021,e.T22729026A167007520,10.2305/IUCN.UK.2021-3.RLTS.T22729026A167007520.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Veraguas Mango
Anthracothorax viridigula,BirdLife International,2024,e.T22687122A263630495,10.2305/IUCN.UK.2024-2.RLTS.T22687122A263630495.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Green-throated Mango
Anthracothorax viridis,BirdLife International,2023,e.T22687143A226894788,10.2305/IUCN.UK.2023-1.RLTS.T22687143A226894788.en,7 February 2025,LC,Caprimulgiformes,Trochilidae,Green Mango
Anthreptes anchietae,BirdLife International,2024,e.T22717606A263853472,10.2305/IUCN.UK.2024-2.RLTS.T22717606A263853472.en,7 February 2025,LC,Passeriformes,Nectariniidae,Anchieta's Sunbird
Anthreptes aurantius,BirdLife International,2024,e.T22717649A264323345,10.2305/IUCN.UK.2024-2.RLTS.T22717649A264323345.en,7 February 2025,LC,Passeriformes,Nectariniidae,Violet-tailed Sunbird
Anthreptes gabonicus,BirdLife International,2018,e.T22717629A131977277,10.2305/IUCN.UK.2018-2.RLTS.T22717629A131977277.en,7 February 2025,LC,Passeriformes,Nectariniidae,Mouse-brown Sunbird
Anthreptes griseigularis,BirdLife International,2024,e.T103792631A264338419,10.2305/IUCN.UK.2024-2.RLTS.T103792631A264338419.en,7 February 2025,LC,Passeriformes,Nectariniidae,Grey-throated Sunbird
Anthreptes longuemarei,BirdLife International,2024,e.T22717635A263858227,10.2305/IUCN.UK.2024-2.RLTS.T22717635A263858227.en,7 February 2025,LC,Passeriformes,Nectariniidae,Western Violet-backed Sunbird
Anthreptes malacensis,BirdLife International,2024,e.T103792612A264338143,10.2305/IUCN.UK.2024-2.RLTS.T103792612A264338143.en,7 February 2025,LC,Passeriformes,Nectariniidae,Brown-throated Sunbird
Anthreptes neglectus,BirdLife International,2024,e.T22717645A264323909,10.2305/IUCN.UK.2024-2.RLTS.T22717645A264323909.en,7 February 2025,LC,Passeriformes,Nectariniidae,Uluguru Violet-backed Sunbird
Anthreptes orientalis,BirdLife International,2024,e.T22717640A263859618,10.2305/IUCN.UK.2024-2.RLTS.T22717640A263859618.en,7 February 2025,LC,Passeriformes,Nectariniidae,Eastern Violet-backed Sunbird
Anthreptes rectirostris,BirdLife International,2022,e.T103792746A210661407,10.2305/IUCN.UK.2022-1.RLTS.T103792746A210661407.en,7 February 2025,LC,Passeriformes,Nectariniidae,Yellow-chinned Sunbird
Anthreptes reichenowi,BirdLife International,2016,e.T22717602A94541610,10.2305/IUCN.UK.2016-3.RLTS.T22717602A94541610.en,7 February 2025,NT,Passeriformes,Nectariniidae,Plain-backed Sunbird
Anthreptes rhodolaemus,BirdLife International,2024,e.T22717618A261492675,10.2305/IUCN.UK.2024-2.RLTS.T22717618A261492675.en,7 February 2025,NT,Passeriformes,Nectariniidae,Red-throated Sunbird
Anthreptes rubritorques,BirdLife International,2017,e.T22717663A118905827,10.2305/IUCN.UK.2017-3.RLTS.T22717663A118905827.en,7 February 2025,VU,Passeriformes,Nectariniidae,Banded Sunbird
Anthreptes seimundi,BirdLife International,2018,e.T22717683A131977855,10.2305/IUCN.UK.2018-2.RLTS.T22717683A131977855.en,7 February 2025,LC,Passeriformes,Nectariniidae,Little Green Sunbird
Anthreptes simplex,BirdLife International,2016,e.T22717611A94542063,10.2305/IUCN.UK.2016-3.RLTS.T22717611A94542063.en,7 February 2025,LC,Passeriformes,Nectariniidae,Plain Sunbird
Anthreptes tephrolaemus,BirdLife International,2024,e.T103792796A264345096,10.2305/IUCN.UK.2024-2.RLTS.T103792796A264345096.en,7 February 2025,LC,Passeriformes,Nectariniidae,Grey-chinned Sunbird
Anthropoides paradiseus,BirdLife International,2021,e.T22692109A177514877,10.2305/IUCN.UK.2021-3.RLTS.T22692109A177514877.en,7 February 2025,VU,Gruiformes,Gruidae,Blue Crane
Anthropoides virgo,BirdLife International,2018,e.T22692081A131927771,10.2305/IUCN.UK.2018-2.RLTS.T22692081A131927771.en,7 February 2025,LC,Gruiformes,Gruidae,Demoiselle Crane
Anthus antarcticus,BirdLife International,2021,e.T22718588A183206258,10.2305/IUCN.UK.2021-3.RLTS.T22718588A183206258.en,7 February 2025,LC,Passeriformes,Motacillidae,South Georgia Pipit
Anthus berthelotii,BirdLife International,2024,e.T22718508A264534536,10.2305/IUCN.UK.2024-2.RLTS.T22718508A264534536.en,7 February 2025,LC,Passeriformes,Motacillidae,Berthelot's Pipit
Anthus bogotensis,BirdLife International,2024,e.T22718600A263952744,10.2305/IUCN.UK.2024-2.RLTS.T22718600A263952744.en,7 February 2025,LC,Passeriformes,Motacillidae,Paramo Pipit
Anthus brachyurus,BirdLife International,2018,e.T22718532A131985053,10.2305/IUCN.UK.2018-2.RLTS.T22718532A131985053.en,7 February 2025,LC,Passeriformes,Motacillidae,Short-tailed Pipit
Anthus brevirostris,BirdLife International,2023,e.T232638555A232778094,10.2305/IUCN.UK.2023-1.RLTS.T232638555A232778094.en,7 February 2025,LC,Passeriformes,Motacillidae,Puna Pipit
Anthus caffer,BirdLife International,2018,e.T22718536A131985295,10.2305/IUCN.UK.2018-2.RLTS.T22718536A131985295.en,7 February 2025,LC,Passeriformes,Motacillidae,Bush Pipit
Anthus campestris,BirdLife International,2018,e.T22718501A131883347,10.2305/IUCN.UK.2018-2.RLTS.T22718501A131883347.en,7 February 2025,LC,Passeriformes,Motacillidae,Tawny Pipit
Anthus cervinus,BirdLife International,2019,e.T22718560A137415441,10.2305/IUCN.UK.2019-3.RLTS.T22718560A137415441.en,7 February 2025,LC,Passeriformes,Motacillidae,Red-throated Pipit
Anthus chacoensis,BirdLife International,2024,e.T22718606A263952943,10.2305/IUCN.UK.2024-2.RLTS.T22718606A263952943.en,7 February 2025,LC,Passeriformes,Motacillidae,Pampas Pipit
Anthus chii,BirdLife International,2020,e.T103820643A167146710,10.2305/IUCN.UK.2020-3.RLTS.T103820643A167146710.en,7 February 2025,LC,Passeriformes,Motacillidae,Yellowish Pipit
Anthus cinnamomeus,BirdLife International,2024,e.T103821565A263953127,10.2305/IUCN.UK.2024-2.RLTS.T103821565A263953127.en,7 February 2025,LC,Passeriformes,Motacillidae,African Pipit
Anthus correndera,BirdLife International,2024,e.T22718585A263953564,10.2305/IUCN.UK.2024-2.RLTS.T22718585A263953564.en,7 February 2025,LC,Passeriformes,Motacillidae,Correndera Pipit
Anthus crenatus,BirdLife International,2021,e.T22718452A178967870,10.2305/IUCN.UK.2021-3.RLTS.T22718452A178967870.en,7 February 2025,NT,Passeriformes,Motacillidae,Yellow-tufted Pipit
Anthus furcatus,BirdLife International,2023,e.T232638510A232756541,10.2305/IUCN.UK.2023-1.RLTS.T232638510A232756541.en,7 February 2025,LC,Passeriformes,Motacillidae,Short-billed Pipit
Anthus godlewskii,BirdLife International,2016,e.T22718505A94584095,10.2305/IUCN.UK.2016-3.RLTS.T22718505A94584095.en,7 February 2025,LC,Passeriformes,Motacillidae,Blyth's Pipit
Anthus gustavi,BirdLife International,2018,e.T22718553A131986546,10.2305/IUCN.UK.2018-2.RLTS.T22718553A131986546.en,7 February 2025,LC,Passeriformes,Motacillidae,Pechora Pipit
Anthus gutturalis,BirdLife International,2024,e.T22718614A263953804,10.2305/IUCN.UK.2024-2.RLTS.T22718614A263953804.en,7 February 2025,LC,Passeriformes,Motacillidae,Alpine Pipit
Anthus hellmayri,BirdLife International,2018,e.T22718597A131989841,10.2305/IUCN.UK.2018-2.RLTS.T22718597A131989841.en,7 February 2025,LC,Passeriformes,Motacillidae,Hellmayr's Pipit
Anthus hodgsoni,BirdLife International,2016,e.T22718550A88191672,10.2305/IUCN.UK.2016-3.RLTS.T22718550A88191672.en,7 February 2025,LC,Passeriformes,Motacillidae,Olive-backed Pipit
Anthus hoeschi,BirdLife International,2021,e.T22718467A178978931,10.2305/IUCN.UK.2021-3.RLTS.T22718467A178978931.en,7 February 2025,NT,Passeriformes,Motacillidae,Mountain Pipit
Anthus leucophrys,BirdLife International,2018,e.T22718485A131984191,10.2305/IUCN.UK.2018-2.RLTS.T22718485A131984191.en,7 February 2025,LC,Passeriformes,Motacillidae,Plain-backed Pipit
Anthus lineiventris,BirdLife International,2018,e.T22718448A131983482,10.2305/IUCN.UK.2018-2.RLTS.T22718448A131983482.en,7 February 2025,LC,Passeriformes,Motacillidae,Striped Pipit
Anthus melindae,BirdLife International,2024,e.T22718497A263938937,10.2305/IUCN.UK.2024-2.RLTS.T22718497A263938937.en,7 February 2025,LC,Passeriformes,Motacillidae,Malindi Pipit
Anthus nattereri,BirdLife International,2024,e.T22718611A246422303,10.2305/IUCN.UK.2024-2.RLTS.T22718611A246422303.en,7 February 2025,VU,Passeriformes,Motacillidae,Ochre-breasted Pipit
Anthus nilghiriensis,BirdLife International,2016,e.T22718582A94586848,10.2305/IUCN.UK.2016-3.RLTS.T22718582A94586848.en,7 February 2025,VU,Passeriformes,Motacillidae,Nilgiri Pipit
Anthus novaeseelandiae,BirdLife International,2018,e.T22718480A131983972,10.2305/IUCN.UK.2018-2.RLTS.T22718480A131983972.en,7 February 2025,LC,Passeriformes,Motacillidae,Australasian Pipit
Anthus nyassae,BirdLife International,2024,e.T103821482A263939164,10.2305/IUCN.UK.2024-2.RLTS.T103821482A263939164.en,7 February 2025,LC,Passeriformes,Motacillidae,Woodland Pipit
Anthus pallidiventris,BirdLife International,2018,e.T22718493A131984838,10.2305/IUCN.UK.2018-2.RLTS.T22718493A131984838.en,7 February 2025,LC,Passeriformes,Motacillidae,Long-legged Pipit
Anthus peruvianus,BirdLife International,2024,e.T103820648A263939416,10.2305/IUCN.UK.2024-2.RLTS.T103820648A263939416.en,7 February 2025,LC,Passeriformes,Motacillidae,Peruvian Pipit
Anthus petrosus,BirdLife International,2018,e.T22718567A131987689,10.2305/IUCN.UK.2018-2.RLTS.T22718567A131987689.en,7 February 2025,LC,Passeriformes,Motacillidae,Rock Pipit
Anthus pratensis,BirdLife International,2021,e.T22718556A154480081,10.2305/IUCN.UK.2021-3.RLTS.T22718556A154480081.en,7 February 2025,LC,Passeriformes,Motacillidae,Meadow Pipit
Anthus richardi,BirdLife International,2019,e.T103821389A155458715,10.2305/IUCN.UK.2019-3.RLTS.T103821389A155458715.en,7 February 2025,LC,Passeriformes,Motacillidae,Richard's Pipit
Anthus roseatus,BirdLife International,2019,e.T22718564A152671411,10.2305/IUCN.UK.2019-3.RLTS.T22718564A152671411.en,7 February 2025,LC,Passeriformes,Motacillidae,Rosy Pipit
Anthus rubescens,BirdLife International,2019,e.T22718575A155437845,10.2305/IUCN.UK.2018-2.RLTS.T22718575A155437845.en,7 February 2025,LC,Passeriformes,Motacillidae,Buff-bellied Pipit
Anthus rufulus,BirdLife International,2024,e.T22718477A263939607,10.2305/IUCN.UK.2024-2.RLTS.T22718477A263939607.en,7 February 2025,LC,Passeriformes,Motacillidae,Paddyfield Pipit
Anthus similis,BirdLife International,2024,e.T103821527A263939926,10.2305/IUCN.UK.2024-2.RLTS.T103821527A263939926.en,7 February 2025,LC,Passeriformes,Motacillidae,Long-billed Pipit
Anthus sokokensis,BirdLife International,2016,e.T22718542A94585367,10.2305/IUCN.UK.2016-3.RLTS.T22718542A94585367.en,7 February 2025,EN,Passeriformes,Motacillidae,Sokoke Pipit
Anthus spinoletta,BirdLife International,2018,e.T22718571A131988012,10.2305/IUCN.UK.2018-2.RLTS.T22718571A131988012.en,7 February 2025,LC,Passeriformes,Motacillidae,Water Pipit
Anthus spragueii,BirdLife International,2021,e.T22718591A152502644,10.2305/IUCN.UK.2021-3.RLTS.T22718591A152502644.en,7 February 2025,VU,Passeriformes,Motacillidae,Sprague's Pipit
Anthus sylvanus,BirdLife International,2018,e.T22718579A131989275,10.2305/IUCN.UK.2018-2.RLTS.T22718579A131989275.en,7 February 2025,LC,Passeriformes,Motacillidae,Upland Pipit
Anthus trivialis,BirdLife International,2018,e.T22718546A131985523,10.2305/IUCN.UK.2018-2.RLTS.T22718546A131985523.en,7 February 2025,LC,Passeriformes,Motacillidae,Tree Pipit
Anthus vaalensis,BirdLife International,2018,e.T22718489A131984595,10.2305/IUCN.UK.2018-2.RLTS.T22718489A131984595.en,7 February 2025,LC,Passeriformes,Motacillidae,Buffy Pipit
Antilophia bokermanni,BirdLife International,2018,e.T22728410A130774493,10.2305/IUCN.UK.2018-2.RLTS.T22728410A130774493.en,7 February 2025,CR,Passeriformes,Pipridae,Araripe Manakin
Antilophia galeata,BirdLife International,2018,e.T22701068A130269766,10.2305/IUCN.UK.2018-2.RLTS.T22701068A130269766.en,7 February 2025,LC,Passeriformes,Pipridae,Helmeted Manakin
Antrostomus arizonae,BirdLife International,2020,e.T22736398A152272957,10.2305/IUCN.UK.2020-3.RLTS.T22736398A152272957.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Mexican Whip-poor-will
Antrostomus badius,BirdLife International,2020,e.T22689795A163506971,10.2305/IUCN.UK.2020-3.RLTS.T22689795A163506971.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Yucatan Nightjar
Antrostomus carolinensis,BirdLife International,2020,e.T22689778A154067182,10.2305/IUCN.UK.2020-3.RLTS.T22689778A154067182.en,7 February 2025,NT,Caprimulgiformes,Caprimulgidae,Chuck-will's-widow
Antrostomus cubanensis,BirdLife International,2018,e.T22689786A130167550,10.2305/IUCN.UK.2018-2.RLTS.T22689786A130167550.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Cuban Nightjar
Antrostomus ekmani,BirdLife International,2024,e.T22729176A263985752,10.2305/IUCN.UK.2024-2.RLTS.T22729176A263985752.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Hispaniolan Nightjar
Antrostomus noctitherus,BirdLife International,2023,e.T22689809A233621957,10.2305/IUCN.UK.2023-1.RLTS.T22689809A233621957.en,7 February 2025,VU,Caprimulgiformes,Caprimulgidae,Puerto Rican Nightjar
Antrostomus ridgwayi,BirdLife International,2020,e.T22689801A168861529,10.2305/IUCN.UK.2020-3.RLTS.T22689801A168861529.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Buff-collared Nightjar
Antrostomus rufus,BirdLife International,2020,e.T22689781A163505520,10.2305/IUCN.UK.2020-3.RLTS.T22689781A163505520.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Rufous Nightjar
Antrostomus salvini,BirdLife International,2020,e.T22689792A163506180,10.2305/IUCN.UK.2020-3.RLTS.T22689792A163506180.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Tawny-collared Nightjar
Antrostomus saturatus,BirdLife International,2020,e.T22689813A163507700,10.2305/IUCN.UK.2020-3.RLTS.T22689813A163507700.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Dusky Nightjar
Antrostomus sericocaudatus,BirdLife International,2024,e.T22689798A264034721,10.2305/IUCN.UK.2024-2.RLTS.T22689798A264034721.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Silky-tailed Nightjar
Antrostomus vociferus,BirdLife International,2021,e.T22736393A152619806,10.2305/IUCN.UK.2021-3.RLTS.T22736393A152619806.en,7 February 2025,NT,Caprimulgiformes,Caprimulgidae,Eastern Whip-poor-will
Anumara forbesi,BirdLife International,2020,e.T22724274A172279232,10.2305/IUCN.UK.2020-3.RLTS.T22724274A172279232.en,7 February 2025,VU,Passeriformes,Icteridae,Forbes's Blackbird
Anumbius annumbi,BirdLife International,2024,e.T22702661A263873854,10.2305/IUCN.UK.2024-2.RLTS.T22702661A263873854.en,7 February 2025,LC,Passeriformes,Furnariidae,Firewood-gatherer
Anurophasis monorthonyx,BirdLife International,2023,e.T22678993A218829948,10.2305/IUCN.UK.2023-1.RLTS.T22678993A218829948.en,7 February 2025,LC,Galliformes,Phasianidae,Snow Mountain Quail
Apalharpactes mackloti,BirdLife International,2024,e.T22730186A263986778,10.2305/IUCN.UK.2024-2.RLTS.T22730186A263986778.en,7 February 2025,LC,Trogoniformes,Trogonidae,Sumatran Trogon
Apalharpactes reinwardtii,BirdLife International,2020,e.T22682824A178034431,10.2305/IUCN.UK.2020-3.RLTS.T22682824A178034431.en,7 February 2025,VU,Trogoniformes,Trogonidae,Javan Trogon
Apalis alticola,BirdLife International,2024,e.T22713825A264231762,10.2305/IUCN.UK.2024-2.RLTS.T22713825A264231762.en,7 February 2025,LC,Passeriformes,Cisticolidae,Brown-headed Apalis
Apalis argentea,BirdLife International,2024,e.T22713779A264178555,10.2305/IUCN.UK.2024-2.RLTS.T22713779A264178555.en,7 February 2025,LC,Passeriformes,Cisticolidae,Kungwe Apalis
Apalis bamendae,BirdLife International,2016,e.T22713788A94389619,10.2305/IUCN.UK.2016-3.RLTS.T22713788A94389619.en,7 February 2025,LC,Passeriformes,Cisticolidae,Bamenda Apalis
Apalis binotata,BirdLife International,2024,e.T22713741A264187757,10.2305/IUCN.UK.2024-2.RLTS.T22713741A264187757.en,7 February 2025,LC,Passeriformes,Cisticolidae,Masked Apalis
Apalis chapini,BirdLife International,2024,e.T22713806A264183303,10.2305/IUCN.UK.2024-2.RLTS.T22713806A264183303.en,7 February 2025,LC,Passeriformes,Cisticolidae,Chapin's Apalis
Apalis chariessa,BirdLife International,2018,e.T22713737A131535719,10.2305/IUCN.UK.2018-2.RLTS.T22713737A131535719.en,7 February 2025,NT,Passeriformes,Cisticolidae,White-winged Apalis
Apalis chirindensis,BirdLife International,2022,e.T22713815A210753820,10.2305/IUCN.UK.2022-1.RLTS.T22713815A210753820.en,7 February 2025,VU,Passeriformes,Cisticolidae,Chirinda Apalis
Apalis cinerea,BirdLife International,2024,e.T22730909A264202131,10.2305/IUCN.UK.2024-2.RLTS.T22730909A264202131.en,7 February 2025,LC,Passeriformes,Cisticolidae,Grey Apalis
Apalis flavida,BirdLife International,2024,e.T103772612A264241532,10.2305/IUCN.UK.2024-2.RLTS.T103772612A264241532.en,7 February 2025,LC,Passeriformes,Cisticolidae,Yellow-breasted Apalis
Apalis flavigularis,BirdLife International,2017,e.T22728413A111224656,10.2305/IUCN.UK.2017-1.RLTS.T22728413A111224656.en,7 February 2025,EN,Passeriformes,Cisticolidae,Yellow-throated Apalis
Apalis flavocincta,BirdLife International,2024,e.T103772661A264173501,10.2305/IUCN.UK.2024-2.RLTS.T103772661A264173501.en,7 February 2025,LC,Passeriformes,Cisticolidae,Brown-tailed Apalis
Apalis fuscigularis,BirdLife International,2021,e.T22713719A179050057,10.2305/IUCN.UK.2021-3.RLTS.T22713719A179050057.en,7 February 2025,CR,Passeriformes,Cisticolidae,Taita Apalis
Apalis goslingi,BirdLife International,2024,e.T22713792A263726056,10.2305/IUCN.UK.2024-2.RLTS.T22713792A263726056.en,7 February 2025,LC,Passeriformes,Cisticolidae,Gosling's Apalis
Apalis jacksoni,BirdLife International,2024,e.T22713733A264188178,10.2305/IUCN.UK.2024-2.RLTS.T22713733A264188178.en,7 February 2025,LC,Passeriformes,Cisticolidae,Black-throated Apalis
Apalis kaboboensis,BirdLife International,2020,e.T22713801A174567141,10.2305/IUCN.UK.2020-3.RLTS.T22713801A174567141.en,7 February 2025,VU,Passeriformes,Cisticolidae,Kabobo Apalis
Apalis karamojae,BirdLife International,2017,e.T22713830A118853621,10.2305/IUCN.UK.2017-3.RLTS.T22713830A118853621.en,7 February 2025,VU,Passeriformes,Cisticolidae,Karamoja Apalis
Apalis lynesi,BirdLife International,2020,e.T22713724A173538280,10.2305/IUCN.UK.2020-3.RLTS.T22713724A173538280.en,7 February 2025,EN,Passeriformes,Cisticolidae,Namuli Apalis
Apalis melanocephala,BirdLife International,2024,e.T22713811A264181050,10.2305/IUCN.UK.2024-2.RLTS.T22713811A264181050.en,7 February 2025,LC,Passeriformes,Cisticolidae,Black-headed Apalis
Apalis nigriceps,BirdLife International,2024,e.T22713729A263747022,10.2305/IUCN.UK.2024-2.RLTS.T22713729A263747022.en,7 February 2025,LC,Passeriformes,Cisticolidae,Black-capped Apalis
Apalis personata,BirdLife International,2024,e.T22713746A264187169,10.2305/IUCN.UK.2024-2.RLTS.T22713746A264187169.en,7 February 2025,LC,Passeriformes,Cisticolidae,Black-faced Apalis
Apalis porphyrolaema,BirdLife International,2024,e.T22713796A264183481,10.2305/IUCN.UK.2024-2.RLTS.T22713796A264183481.en,7 February 2025,LC,Passeriformes,Cisticolidae,Chestnut-throated Apalis
Apalis ruddi,BirdLife International,2024,e.T22713762A263728903,10.2305/IUCN.UK.2024-2.RLTS.T22713762A263728903.en,7 February 2025,LC,Passeriformes,Cisticolidae,Rudd's Apalis
Apalis rufogularis,BirdLife International,2024,e.T22713770A264179530,10.2305/IUCN.UK.2024-2.RLTS.T22713770A264179530.en,7 February 2025,LC,Passeriformes,Cisticolidae,Buff-throated Apalis
Apalis sharpii,BirdLife International,2022,e.T22713766A210890093,10.2305/IUCN.UK.2022-1.RLTS.T22713766A210890093.en,7 February 2025,NT,Passeriformes,Cisticolidae,Sharpe's Apalis
Apalis thoracica,BirdLife International,2024,e.T22713714A264184787,10.2305/IUCN.UK.2024-2.RLTS.T22713714A264184787.en,7 February 2025,LC,Passeriformes,Cisticolidae,Bar-throated Apalis
Apaloderma aequatoriale,BirdLife International,2024,e.T22682719A264014372,10.2305/IUCN.UK.2024-2.RLTS.T22682719A264014372.en,7 February 2025,LC,Trogoniformes,Trogonidae,Bare-cheeked Trogon
Apaloderma narina,BirdLife International,2024,e.T22682715A264013080,10.2305/IUCN.UK.2024-2.RLTS.T22682715A264013080.en,7 February 2025,LC,Trogoniformes,Trogonidae,Narina Trogon
Apaloderma vittatum,BirdLife International,2024,e.T22682723A264054861,10.2305/IUCN.UK.2024-2.RLTS.T22682723A264054861.en,7 February 2025,LC,Trogoniformes,Trogonidae,Bar-tailed Trogon
Apalopteron familiare,BirdLife International,2024,e.T22704125A178046089,10.2305/IUCN.UK.2024-2.RLTS.T22704125A178046089.en,7 February 2025,LC,Passeriformes,Zosteropidae,Bonin White-eye
Aphanapteryx bonasia,BirdLife International,2024,e.T22728884A261990244,10.2305/IUCN.UK.2024-2.RLTS.T22728884A261990244.en,7 February 2025,EX,Gruiformes,Rallidae,Red Rail
Aphanotriccus audax,BirdLife International,2023,e.T22699770A226472826,10.2305/IUCN.UK.2023-1.RLTS.T22699770A226472826.en,7 February 2025,NT,Passeriformes,Tyrannidae,Black-billed Flycatcher
Aphanotriccus capitalis,BirdLife International,2020,e.T22699767A179513007,10.2305/IUCN.UK.2020-3.RLTS.T22699767A179513007.en,7 February 2025,VU,Passeriformes,Tyrannidae,Tawny-chested Flycatcher
Aphelocephala leucopsis,BirdLife International,2022,e.T22704748A211249958,10.2305/IUCN.UK.2022-1.RLTS.T22704748A211249958.en,7 February 2025,VU,Passeriformes,Acanthizidae,Southern Whiteface
Aphelocephala nigricincta,BirdLife International,2024,e.T22704754A253995522,10.2305/IUCN.UK.2024-2.RLTS.T22704754A253995522.en,7 February 2025,LC,Passeriformes,Acanthizidae,Banded Whiteface
Aphelocephala pectoralis,BirdLife International,2022,e.T22704751A213407843,10.2305/IUCN.UK.2022-1.RLTS.T22704751A213407843.en,7 February 2025,NT,Passeriformes,Acanthizidae,Chestnut-breasted Whiteface
Aphelocoma californica,BirdLife International,2017,e.T103727785A112293863,10.2305/IUCN.UK.2017-1.RLTS.T103727785A112293863.en,7 February 2025,LC,Passeriformes,Corvidae,Western Scrub-jay
Aphelocoma coerulescens,BirdLife International,2020,e.T22705629A179678639,10.2305/IUCN.UK.2020-3.RLTS.T22705629A179678639.en,7 February 2025,VU,Passeriformes,Corvidae,Florida Scrub-jay
Aphelocoma ultramarina,BirdLife International,2020,e.T22724961A137734517,10.2305/IUCN.UK.2020-3.RLTS.T22724961A137734517.en,7 February 2025,LC,Passeriformes,Corvidae,Transvolcanic Jay
Aphelocoma unicolor,BirdLife International,2020,e.T22705642A137731554,10.2305/IUCN.UK.2020-3.RLTS.T22705642A137731554.en,7 February 2025,LC,Passeriformes,Corvidae,Unicolored Jay
Aphelocoma wollweberi,BirdLife International,2016,e.T22724967A94882649,10.2305/IUCN.UK.2016-3.RLTS.T22724967A94882649.en,7 February 2025,LC,Passeriformes,Corvidae,Mexican Jay
Aphrastura masafuerae,BirdLife International,2023,e.T22702156A235928752,10.2305/IUCN.UK.2023-1.RLTS.T22702156A235928752.en,7 February 2025,CR,Passeriformes,Furnariidae,Masafuera Rayadito
Aphrastura spinicauda,BirdLife International,2024,e.T22702153A264143628,10.2305/IUCN.UK.2024-2.RLTS.T22702153A264143628.en,7 February 2025,LC,Passeriformes,Furnariidae,Thorn-tailed Rayadito
Aphrodroma brevirostris,BirdLife International,2018,e.T22697888A132611455,10.2305/IUCN.UK.2018-2.RLTS.T22697888A132611455.en,7 February 2025,LC,Procellariiformes,Procellariidae,Kerguelen Petrel
