species,authors,dates,pages,dois,access dates,status,order,family,common_name
Machlolophus nuchalis,BirdLife International,2017,e.T22711924A110264998,10.2305/IUCN.UK.2017-1.RLTS.T22711924A110264998.en,7 February 2025,VU,Passeriformes,Paridae,White-naped Tit
Machlolophus spilonotus,BirdLife International,2024,e.T22711934A264241126,10.2305/IUCN.UK.2024-2.RLTS.T22711934A264241126.en,7 February 2025,LC,Passeriformes,Paridae,Yellow-cheeked Tit
Machlolophus xanthogenys,BirdLife International,2024,e.T22711929A264240924,10.2305/IUCN.UK.2024-2.RLTS.T22711929A264240924.en,7 February 2025,LC,Passeriformes,Paridae,Black-lored Tit
Mackenziaena leachii,BirdLife International,2024,e.T22701238A264034342,10.2305/IUCN.UK.2024-2.RLTS.T22701238A264034342.en,7 February 2025,LC,Passeriformes,Thamnophilidae,Large-tailed Antshrike
Mackenziaena severa,BirdLife International,2024,e.T22701235A264031887,10.2305/IUCN.UK.2024-2.RLTS.T22701235A264031887.en,7 February 2025,LC,Passeriformes,Thamnophilidae,Tufted Antshrike
Macroagelaius imthurni,BirdLife International,2024,e.T22724286A264360368,10.2305/IUCN.UK.2024-2.RLTS.T22724286A264360368.en,7 February 2025,LC,Passeriformes,Icteridae,Golden-tufted Grackle
Macroagelaius subalaris,BirdLife International,2017,e.T22724290A118889995,10.2305/IUCN.UK.2017-3.RLTS.T22724290A118889995.en,7 February 2025,EN,Passeriformes,Icteridae,Mountain Grackle
Macrocephalon maleo,BirdLife International,2021,e.T22678576A194673255,10.2305/IUCN.UK.2021-3.RLTS.T22678576A194673255.en,7 February 2025,CR,Galliformes,Megapodiidae,Maleo
Macronectes giganteus,BirdLife International,2018,e.T22697852A132608499,10.2305/IUCN.UK.2018-2.RLTS.T22697852A132608499.en,7 February 2025,LC,Procellariiformes,Procellariidae,Southern Giant Petrel
Macronectes halli,BirdLife International,2018,e.T22697859A132609000,10.2305/IUCN.UK.2018-2.RLTS.T22697859A132609000.en,7 February 2025,LC,Procellariiformes,Procellariidae,Northern Giant Petrel
Macronus ptilosus,BirdLife International,2024,e.T22716310A260306804,10.2305/IUCN.UK.2024-2.RLTS.T22716310A260306804.en,7 February 2025,NT,Passeriformes,Timaliidae,Fluffy-backed Tit-babbler
Macronus striaticeps,BirdLife International,2024,e.T22716306A264225765,10.2305/IUCN.UK.2024-2.RLTS.T22716306A264225765.en,7 February 2025,LC,Passeriformes,Timaliidae,Brown Tit-babbler
Macronyx ameliae,BirdLife International,2024,e.T22718423A263944524,10.2305/IUCN.UK.2024-2.RLTS.T22718423A263944524.en,7 February 2025,LC,Passeriformes,Motacillidae,Rosy-throated Longclaw
Macronyx aurantiigula,BirdLife International,2024,e.T22718428A263944745,10.2305/IUCN.UK.2024-2.RLTS.T22718428A263944745.en,7 February 2025,LC,Passeriformes,Motacillidae,Pangani Longclaw
Macronyx capensis,BirdLife International,2024,e.T22718414A263944945,10.2305/IUCN.UK.2024-2.RLTS.T22718414A263944945.en,7 February 2025,LC,Passeriformes,Motacillidae,Cape Longclaw
Macronyx croceus,BirdLife International,2024,e.T22718405A263945169,10.2305/IUCN.UK.2024-2.RLTS.T22718405A263945169.en,7 February 2025,LC,Passeriformes,Motacillidae,Yellow-throated Longclaw
Macronyx flavicollis,BirdLife International,2016,e.T22718419A94579680,10.2305/IUCN.UK.2016-3.RLTS.T22718419A94579680.en,7 February 2025,NT,Passeriformes,Motacillidae,Abyssinian Longclaw
Macronyx fuelleborni,BirdLife International,2024,e.T22718409A263945580,10.2305/IUCN.UK.2024-2.RLTS.T22718409A263945580.en,7 February 2025,LC,Passeriformes,Motacillidae,Fülleborn's Longclaw
Macronyx grimwoodi,BirdLife International,2022,e.T22718432A177645392,10.2305/IUCN.UK.2022-1.RLTS.T22718432A177645392.en,7 February 2025,LC,Passeriformes,Motacillidae,Grimwood's Longclaw
Macronyx sharpei,BirdLife International,2016,e.T22718436A94580467,10.2305/IUCN.UK.2016-3.RLTS.T22718436A94580467.en,7 February 2025,EN,Passeriformes,Motacillidae,Sharpe's Longclaw
Macropsalis forcipata,BirdLife International,2024,e.T22690046A263967597,10.2305/IUCN.UK.2024-2.RLTS.T22690046A263967597.en,7 February 2025,LC,Caprimulgiformes,Caprimulgidae,Long-trained Nightjar
Macropygia amboinensis,BirdLife International,2016,e.T22690561A93277640,10.2305/IUCN.UK.2016-3.RLTS.T22690561A93277640.en,7 February 2025,LC,Columbiformes,Columbidae,Slender-billed Cuckoo-Dove
Macropygia cinnamomea,BirdLife International,2023,e.T232610475A234980772,10.2305/IUCN.UK.2023-1.RLTS.T232610475A234980772.en,7 February 2025,NT,Columbiformes,Columbidae,Enggano Cuckoo-Dove
Macropygia emiliana,BirdLife International,2023,e.T232609896A235420037,10.2305/IUCN.UK.2023-1.RLTS.T232609896A235420037.en,7 February 2025,LC,Columbiformes,Columbidae,Ruddy Cuckoo-Dove
Macropygia macassariensis,BirdLife International,2019,e.T154625453A155255049,10.2305/IUCN.UK.2019-3.RLTS.T154625453A155255049.en,7 February 2025,LC,Columbiformes,Columbidae,Flores Sea Cuckoo-Dove
Macropygia mackinlayi,BirdLife International,2024,e.T22690584A263684103,10.2305/IUCN.UK.2024-2.RLTS.T22690584A263684103.en,7 February 2025,LC,Columbiformes,Columbidae,Spot-breasted Cuckoo-Dove
Macropygia magna,BirdLife International,2019,e.T154625310A154606250,10.2305/IUCN.UK.2019-3.RLTS.T154625310A154606250.en,7 February 2025,LC,Columbiformes,Columbidae,Timor Cuckoo-Dove
Macropygia nigrirostris,BirdLife International,2024,e.T22690580A264085116,10.2305/IUCN.UK.2024-2.RLTS.T22690580A264085116.en,7 February 2025,LC,Columbiformes,Columbidae,Black-billed Cuckoo-Dove
Macropygia phasianella,BirdLife International,2024,e.T22690571A253981942,10.2305/IUCN.UK.2024-2.RLTS.T22690571A253981942.en,7 February 2025,LC,Columbiformes,Columbidae,Brown Cuckoo-Dove
Macropygia ruficeps,BirdLife International,2024,e.T22690576A264087857,10.2305/IUCN.UK.2024-2.RLTS.T22690576A264087857.en,7 February 2025,LC,Columbiformes,Columbidae,Little Cuckoo-Dove
Macropygia rufipennis,BirdLife International,2017,e.T22690549A118430734,10.2305/IUCN.UK.2017-3.RLTS.T22690549A118430734.en,7 February 2025,LC,Columbiformes,Columbidae,Andaman Cuckoo-Dove
Macropygia tenuirostris,BirdLife International,2022,e.T219582631A219582752,10.2305/IUCN.UK.2022-2.RLTS.T219582631A219582752.en,7 February 2025,LC,Columbiformes,Columbidae,Philippine Cuckoo-Dove
Macropygia timorlaoensis,BirdLife International,2019,e.T154625942A155255310,10.2305/IUCN.UK.2019-3.RLTS.T154625942A155255310.en,7 February 2025,LC,Columbiformes,Columbidae,Tanimbar Cuckoo-Dove
Macropygia unchall,BirdLife International,2024,e.T22690545A264081562,10.2305/IUCN.UK.2024-2.RLTS.T22690545A264081562.en,7 February 2025,LC,Columbiformes,Columbidae,Barred Cuckoo-Dove
Macrosphenus concolor,BirdLife International,2024,e.T22715158A264214589,10.2305/IUCN.UK.2024-2.RLTS.T22715158A264214589.en,7 February 2025,LC,Passeriformes,Macrosphenidae,Grey Longbill
Macrosphenus flavicans,BirdLife International,2024,e.T22715154A264213982,10.2305/IUCN.UK.2024-2.RLTS.T22715154A264213982.en,7 February 2025,LC,Passeriformes,Macrosphenidae,Yellow Longbill
Macrosphenus kempi,BirdLife International,2017,e.T22715150A118717813,10.2305/IUCN.UK.2017-3.RLTS.T22715150A118717813.en,7 February 2025,LC,Passeriformes,Macrosphenidae,Kemp's Longbill
Macrosphenus kretschmeri,BirdLife International,2024,e.T22715166A264213383,10.2305/IUCN.UK.2024-2.RLTS.T22715166A264213383.en,7 February 2025,LC,Passeriformes,Macrosphenidae,Kretschmer's Longbill
Macrosphenus pulitzeri,BirdLife International,2022,e.T22715162A208986576,10.2305/IUCN.UK.2022-2.RLTS.T22715162A208986576.en,7 February 2025,EN,Passeriformes,Macrosphenidae,Pulitzer's Longbill
Madanga ruficollis,BirdLife International,2016,e.T22714290A94410227,10.2305/IUCN.UK.2016-3.RLTS.T22714290A94410227.en,7 February 2025,EN,Passeriformes,Motacillidae,Madanga
Magumma parva,BirdLife International,2023,e.T22720774A182519540,10.2305/IUCN.UK.2023-1.RLTS.T22720774A182519540.en,7 February 2025,EN,Passeriformes,Fringillidae,Anianiau
Malacocincla abbotti,BirdLife International,2024,e.T22715811A263792969,10.2305/IUCN.UK.2024-2.RLTS.T22715811A263792969.en,7 February 2025,LC,Passeriformes,Pellorneidae,Abbott's Babbler
Malacocincla perspicillata,BirdLife International,2024,e.T22715827A249211281,10.2305/IUCN.UK.2024-2.RLTS.T22715827A249211281.en,7 February 2025,NT,Passeriformes,Pellorneidae,Black-browed Babbler
Malacocincla sepiaria,BirdLife International,2024,e.T22715814A264180218,10.2305/IUCN.UK.2024-2.RLTS.T22715814A264180218.en,7 February 2025,LC,Passeriformes,Pellorneidae,Horsfield's Babbler
Malaconotus alius,BirdLife International,2017,e.T22707747A118481703,10.2305/IUCN.UK.2017-3.RLTS.T22707747A118481703.en,7 February 2025,EN,Passeriformes,Malaconotidae,Uluguru Bushshrike
Malaconotus blanchoti,BirdLife International,2024,e.T22707735A263881056,10.2305/IUCN.UK.2024-2.RLTS.T22707735A263881056.en,7 February 2025,LC,Passeriformes,Malaconotidae,Grey-headed Bushshrike
Malaconotus cruentus,BirdLife International,2024,e.T22707716A264404411,10.2305/IUCN.UK.2024-2.RLTS.T22707716A264404411.en,7 February 2025,LC,Passeriformes,Malaconotidae,Fiery-breasted Bushshrike
Malaconotus gladiator,BirdLife International,2021,e.T22707728A192838778,10.2305/IUCN.UK.2021-3.RLTS.T22707728A192838778.en,7 February 2025,VU,Passeriformes,Malaconotidae,Green-breasted Bushshrike
Malaconotus lagdeni,BirdLife International,2021,e.T22707722A192203005,10.2305/IUCN.UK.2021-3.RLTS.T22707722A192203005.en,7 February 2025,NT,Passeriformes,Malaconotidae,Lagden's Bushshrike
Malaconotus monteiri,BirdLife International,2019,e.T22707741A155179846,10.2305/IUCN.UK.2019-3.RLTS.T22707741A155179846.en,7 February 2025,NT,Passeriformes,Malaconotidae,Monteiro's Bushshrike
Malacopteron affine,BirdLife International,2016,e.T22715876A94472803,10.2305/IUCN.UK.2016-3.RLTS.T22715876A94472803.en,7 February 2025,NT,Passeriformes,Pellorneidae,Sooty-capped Babbler
Malacopteron albogulare,BirdLife International,2018,e.T22715888A131661802,10.2305/IUCN.UK.2018-2.RLTS.T22715888A131661802.en,7 February 2025,NT,Passeriformes,Pellorneidae,Grey-breasted Babbler
Malacopteron cinereum,BirdLife International,2016,e.T22715879A94473112,10.2305/IUCN.UK.2016-3.RLTS.T22715879A94473112.en,7 February 2025,LC,Passeriformes,Pellorneidae,Scaly-crowned Babbler
Malacopteron magnirostre,BirdLife International,2016,e.T22715873A94472609,10.2305/IUCN.UK.2016-3.RLTS.T22715873A94472609.en,7 February 2025,LC,Passeriformes,Pellorneidae,Moustached Babbler
Malacopteron magnum,BirdLife International,2024,e.T22715882A260307146,10.2305/IUCN.UK.2024-2.RLTS.T22715882A260307146.en,7 February 2025,NT,Passeriformes,Pellorneidae,Rufous-crowned Babbler
Malacopteron palawanense,BirdLife International,2016,e.T22715885A94473596,10.2305/IUCN.UK.2016-3.RLTS.T22715885A94473596.en,7 February 2025,NT,Passeriformes,Pellorneidae,Melodious Babbler
Malacoptila fulvogularis,BirdLife International,2018,e.T22682286A130078659,10.2305/IUCN.UK.2018-2.RLTS.T22682286A130078659.en,7 February 2025,LC,Piciformes,Bucconidae,Black-streaked Puffbird
Malacoptila fusca,BirdLife International,2024,e.T22682277A264117612,10.2305/IUCN.UK.2024-2.RLTS.T22682277A264117612.en,7 February 2025,LC,Piciformes,Bucconidae,White-chested Puffbird
Malacoptila minor,BirdLife International,2023,e.T45359050A231086906,10.2305/IUCN.UK.2023-1.RLTS.T45359050A231086906.en,7 February 2025,EN,Piciformes,Bucconidae,Lesser Crescent-chested Puffbird
Malacoptila mystacalis,BirdLife International,2024,e.T22682295A264114273,10.2305/IUCN.UK.2024-2.RLTS.T22682295A264114273.en,7 February 2025,LC,Piciformes,Bucconidae,Moustached Puffbird
Malacoptila panamensis,BirdLife International,2020,e.T22682292A152233419,10.2305/IUCN.UK.2020-3.RLTS.T22682292A152233419.en,7 February 2025,LC,Piciformes,Bucconidae,White-whiskered Puffbird
Malacoptila rufa,BirdLife International,2018,e.T22682289A130078926,10.2305/IUCN.UK.2018-2.RLTS.T22682289A130078926.en,7 February 2025,LC,Piciformes,Bucconidae,Rufous-necked Puffbird
Malacoptila semicincta,BirdLife International,2024,e.T22682280A264117226,10.2305/IUCN.UK.2024-2.RLTS.T22682280A264117226.en,7 February 2025,LC,Piciformes,Bucconidae,Semicollared Puffbird
Malacoptila striata,BirdLife International,2020,e.T45359046A173358004,10.2305/IUCN.UK.2020-3.RLTS.T45359046A173358004.en,7 February 2025,LC,Piciformes,Bucconidae,Greater Crescent-chested Puffbird
Malacorhynchus membranaceus,BirdLife International,2024,e.T22680336A253983238,10.2305/IUCN.UK.2024-2.RLTS.T22680336A253983238.en,7 February 2025,LC,Anseriformes,Anatidae,Pink-eared Duck
Malcorus pectoralis,BirdLife International,2024,e.T22713680A263700210,10.2305/IUCN.UK.2024-2.RLTS.T22713680A263700210.en,7 February 2025,LC,Passeriformes,Cisticolidae,Rufous-eared Warbler
Malia grata,BirdLife International,2024,e.T22713260A264217261,10.2305/IUCN.UK.2024-2.RLTS.T22713260A264217261.en,7 February 2025,LC,Passeriformes,Locustellidae,Malia
Malimbus ballmanni,BirdLife International,2021,e.T22719078A175225851,10.2305/IUCN.UK.2021-3.RLTS.T22719078A175225851.en,7 February 2025,NT,Passeriformes,Ploceidae,Gola Malimbe
Malimbus cassini,BirdLife International,2018,e.T22719073A132124703,10.2305/IUCN.UK.2018-2.RLTS.T22719073A132124703.en,7 February 2025,LC,Passeriformes,Ploceidae,Cassin's Malimbe
Malimbus coronatus,BirdLife International,2018,e.T22719069A132124506,10.2305/IUCN.UK.2018-2.RLTS.T22719069A132124506.en,7 February 2025,LC,Passeriformes,Ploceidae,Red-crowned Malimbe
